 # Stepsize:  0.0500033496    
 # Boxcars width:  49.9533463 
 # Factor of the sigma:  500. 
         1    906.8668331         3485.3      0.00 1.000   3406.52274463    -0.00384347
         2    906.8872671         3380.4      0.00 1.000   3301.62143951     0.03011657
         3    906.9077012         3276.4      0.00 1.000   3197.62013439     0.06486759
         4    906.9281352         3235.8      0.00 1.000   3157.01882927     0.07874183
         5    906.9485692         3200.3      0.00 1.000   3121.51752415     0.09102032
         6    906.9690033         3182.6      0.00 1.000   3103.81621903     0.09719476
         7    906.9894372         3135.2      0.00 1.000   3056.41491392     0.11390398
         8    907.0098712         3031.2      0.00 1.000   2952.41360880     0.15149176
         9    907.0303053         3003.0      0.00 1.000   2924.21230368     0.16191251
        10    907.0507392         2979.7      0.00 1.000   2900.91099857     0.17059875
        11    907.0711733         3003.1      0.00 1.000   2924.30969344     0.16187635
        12    907.0916074         3140.6      0.00 1.000   3061.80838832     0.11198974
        13    907.1120413         3482.9      0.00 1.000   3404.10708321    -0.00307327
        14    907.1324753         3865.0      0.00 1.000   3786.20577809    -0.11857577
        15    907.1529094         4097.0      0.00 1.000   4018.20447296    -0.18314532
        16    907.1733434         4267.5      0.00 1.000   4188.70316785    -0.22826420
        17    907.1937774         4303.7      0.00 1.000   4224.90186273    -0.23760680
        18    907.2142114         4274.5      0.00 1.000   4195.70055761    -0.23007645
        19    907.2346455         4161.3      0.00 1.000   4082.49925249    -0.20038052
        20    907.2550796         3995.7      0.00 1.000   3916.89794736    -0.15542088
        21    907.2755135         3836.7      0.00 1.000   3757.89664225    -0.11042732
        22    907.2959475         3707.6      0.00 1.000   3628.79533713    -0.07247143
        23    907.3163816         3619.4      0.00 1.000   3540.59403201    -0.04575557
        24    907.3368155         3577.9      0.00 1.000   3499.09272690    -0.03295387
        25    907.3572495         3524.5      0.00 1.000   3445.69142178    -0.01625619
        26    907.3776836         3450.7      0.00 1.000   3371.89011666     0.00725123
        27    907.3981175         3357.2      0.00 1.000   3278.38881155     0.03778361
        28    907.4185517         3264.0      0.00 1.000   3185.18750641     0.06909725
        29    907.4389856         3199.6      0.00 1.000   3120.78620130     0.09127472
        30    907.4594196         3176.5      0.00 1.000   3097.68489619     0.09934166
        31    907.4798537         3204.8      0.00 1.000   3125.98359106     0.08946803
        32    907.5002876         3179.7      0.00 1.000   3100.88228595     0.09822156
        33    907.5207216         3070.5      0.00 1.000   2991.68098083     0.13714656
        34    907.5411557         3020.9      0.00 1.000   2942.07967571     0.15529869
        35    907.5615896         3027.1      0.00 1.000   2948.27837060     0.15301354
        36    907.5820236         3004.2      0.00 1.000   2925.37706548     0.16148013
        37    907.6024577         3106.3      0.00 1.000   3027.47576035     0.12423307
        38    907.6228916         3468.4      0.00 1.000   3389.57445524     0.00157181
        39    907.6433257         3750.3      0.00 1.000   3671.47315012    -0.08516613
        40    907.6637597         4039.4      0.00 1.000   3960.57184500    -0.16745998
        41    907.6841937         4224.2      0.00 1.000   4145.37053988    -0.21697363
        42    907.7046278         4261.4      0.00 1.000   4182.56923476    -0.22667309
        43    907.7250618         4259.8      0.00 1.000   4180.96792964    -0.22625733
        44    907.7454958         4170.0      0.00 1.000   4091.16662452    -0.20268316
        45    907.7659298         4018.6      0.00 1.000   3939.76531941    -0.16174112
        46    907.7863638         3872.0      0.00 1.000   3793.16401429    -0.12056929
        47    907.8067978         3759.0      0.00 1.000   3680.16270917    -0.08773279
        48    907.8272319         3699.9      0.00 1.000   3621.06140405    -0.07015496
        49    907.8476658         3637.2      0.00 1.000   3558.36009894    -0.05118998
        50    907.8680998         3568.0      0.00 1.000   3489.15879382    -0.02986708
        51    907.8885339         3456.4      0.00 1.000   3377.55748869     0.00542789
        52    907.9089678         3339.7      0.00 1.000   3260.85618358     0.04360565
        53    907.9294019         3245.8      0.00 1.000   3166.95487846     0.07533007
        54    907.9702698         3169.7      0.00 1.000   3090.85226823     0.10173914
        55    907.9907039         3181.8      0.00 1.000   3102.95096310     0.09749748
        56    908.0111379         3163.5      0.00 1.000   3084.64965799     0.10392015
        57    908.0315718         3074.3      0.00 1.000   2995.44835288     0.13578017
        58    908.0520059         3032.8      0.00 1.000   2953.94704775     0.15092800
        59    908.0724399         3018.6      0.00 1.000   2939.74574263     0.15616033
        60    908.0928739         3020.3      0.00 1.000   2941.44443752     0.15553314
        61    908.1133079         3108.1      0.00 1.000   3029.24313240     0.12359943
        62    908.1337418         3440.2      0.00 1.000   3361.34182729     0.01065306
        63    908.1541759         3726.8      0.00 1.000   3647.94052216    -0.07818461
        64    908.1746099         3980.1      0.00 1.000   3901.23921705    -0.15107169
        65    908.1950439         4201.1      0.00 1.000   4122.23791193    -0.21089787
        66    908.2154779         4300.1      0.00 1.000   4221.23660681    -0.23666448
        67    908.2563459         4214.8      0.00 1.000   4135.93399657    -0.21449924
        68    908.2767799         4073.8      0.00 1.000   3994.93269146    -0.17683891
        69    908.2972139         3899.3      0.00 1.000   3820.43138634    -0.12834625
        70    908.3176479         3759.8      0.00 1.000   3680.93008122    -0.08795916
        71    908.3380820         3689.1      0.00 1.000   3610.22877610    -0.06690205
        72    908.3585159         3649.4      0.00 1.000   3570.52747099    -0.05489619
        73    908.3789500         3587.9      0.00 1.000   3509.02616586    -0.03603176
        74    908.3993840         3504.4      0.00 1.000   3425.52486074    -0.00988305
        75    908.4198179         3372.4      0.00 1.000   3293.52355563     0.03278283
        76    908.4402520         3244.1      0.00 1.000   3165.22225051     0.07592423
        77    908.4606860         3184.7      0.00 1.000   3105.82094539     0.09649372
        78    908.4811199         3184.0      0.00 1.000   3105.11964028     0.09673891
        79    908.5015540         3195.1      0.00 1.000   3116.21833515     0.09286506
        80    908.5219880         3144.8      0.00 1.000   3065.91703004     0.11053377
        81    908.5424219         3047.9      0.00 1.000   2969.01572493     0.14540352
        82    908.5628560         3036.4      0.00 1.000   2957.51441980     0.14961758
        83    908.5832900         2999.9      0.00 1.000   2921.01311468     0.16310099
        84    908.6037241         2976.3      0.00 1.000   2897.41180956     0.17190920
        85    908.6241580         3038.3      0.00 1.000   2959.41050445     0.14892173
        86    908.6445920         3361.9      0.00 1.000   3283.00919933     0.03625451
        87    908.6650261         3728.3      0.00 1.000   3649.40789421    -0.07862126
        88    908.6854600         4004.9      0.00 1.000   3926.00658910    -0.15794280
        89    908.7058939         4233.4      0.00 1.000   4154.50528398    -0.21936353
        90    908.7263280         4320.4      0.00 1.000   4241.50397886    -0.24186494
        91    908.7467619         4297.1      0.00 1.000   4218.20267375    -0.23588385
        92    908.7671959         4206.1      0.00 1.000   4127.20136863    -0.21220439
        93    908.8080639         3906.8      0.00 1.000   3827.89875840    -0.13046635
        94    908.8284980         3788.6      0.00 1.000   3709.69745327    -0.09641147
        95    908.8489320         3711.5      0.00 1.000   3632.59614815    -0.07360804
        96    908.8693659         3671.7      0.00 1.000   3592.79484304    -0.06164629
        97    908.8898000         3608.7      0.00 1.000   3529.79353792    -0.04243850
        98    908.9102340         3518.8      0.00 1.000   3439.89223280    -0.01442733
        99    908.9306679         3379.2      0.00 1.000   3300.29092769     0.03055420
       100    908.9919698         3210.9      0.00 1.000   3131.98701234     0.08738488
       101    909.0124039         3199.5      0.00 1.000   3120.58570722     0.09134447
       102    909.0328379         3166.9      0.00 1.000   3087.98440210     0.10274702
       103    909.0532720         3049.2      0.00 1.000   2970.28309698     0.14494015
       104    909.0737059         3012.5      0.00 1.000   2933.58179186     0.15843926
       105    909.0941399         2973.6      0.00 1.000   2894.68048675     0.17293318
       106    909.1145740         2945.5      0.00 1.000   2866.57918162     0.18352490
       107    909.1350079         2982.5      0.00 1.000   2903.57787651     0.16960106
       108    909.1554419         3260.0      0.00 1.000   3181.07657139     0.07049945
       109    909.1758759         3636.9      0.00 1.000   3557.97526628    -0.05107255
       110    909.1963098         3932.6      0.00 1.000   3853.67396116    -0.13775266
       111    909.2167438         4203.6      0.00 1.000   4124.67265605    -0.21153896
       112    909.2371779         4344.1      0.00 1.000   4265.17135092    -0.24790645
       113    909.2576118         4384.9      0.00 1.000   4305.97004581    -0.25824275
       114    909.2780459         4311.3      0.00 1.000   4232.36874069    -0.23952399
       115    909.2984799         4145.3      0.00 1.000   4066.36743557    -0.19608179
       116    909.3189139         3961.5      0.00 1.000   3882.56613045    -0.14586239
       117    909.3393478         3841.7      0.00 1.000   3762.76482534    -0.11183293
       118    909.3597818         3762.6      0.00 1.000   3683.66352022    -0.08876512
       119    909.3802158         3695.0      0.00 1.000   3616.06221510    -0.06865497
       120    909.4006498         3609.7      0.00 1.000   3530.76090999    -0.04273601
       121    909.4210838         3494.1      0.00 1.000   3415.15960487    -0.00659275
       122    909.4415178         3361.2      0.00 1.000   3282.25829975     0.03650287
       123    909.4619518         3246.3      0.00 1.000   3167.35699463     0.07519222
       124    909.4823857         3189.1      0.00 1.000   3110.15568952     0.09497944
       125    909.5028198         3176.6      0.00 1.000   3097.65438440     0.09935236
       126    909.5232537         3179.6      0.00 1.000   3100.65307929     0.09830182
       127    909.5436877         3164.2      0.00 1.000   3085.25177417     0.10370823
       128    909.5641218         3073.9      0.00 1.000   2994.95046904     0.13596065
       129    909.5845557         3017.7      0.00 1.000   2938.74916393     0.15652846
       130    909.6049897         3019.2      0.00 1.000   2940.24785882     0.15597490
       131    909.6254237         2957.9      0.00 1.000   2878.94655370     0.17885075
       132    909.6458576         2973.9      0.00 1.000   2894.94524859     0.17283387
       133    909.6662916         3209.8      0.00 1.000   3130.84394347     0.08778121
       134    909.6867257         3614.5      0.00 1.000   3535.54263834    -0.04420544
       135    909.7071596         3904.4      0.00 1.000   3825.44133323    -0.12976911
       136    909.7275936         4228.3      0.00 1.000   4149.34002812    -0.21801280
       137    909.7480276         4378.7      0.00 1.000   4299.73872300    -0.25667041
       138    909.7684615         4395.4      0.00 1.000   4316.43741789    -0.26087886
