 # Stepsize:  0.0460002399    
 # Boxcars width:  156.998819 
 # Factor of the sigma:  500. 
         1    906.8661837        22887.5      0.00 1.096  22839.13065721     0.08440063
         2    906.8866179        22194.5      0.00 1.096  22146.12138080     0.11785536
         3    906.9070521        21737.1      0.00 1.096  21688.71210439     0.14051514
         4    906.9274862        21463.4      0.00 1.096  21415.00282802     0.15430421
         5    906.9479203        21041.2      0.00 1.096  20992.79355165     0.17592396
         6    906.9683545        20354.2      0.00 1.096  20305.78427524     0.21205013
         7    906.9887886        19483.5      0.00 1.096  19435.07499888     0.25963400
         8    907.0296570        18391.5      0.00 1.096  18343.05644605     0.32242029
         9    907.0500910        20235.9      0.00 1.096  20187.44716973     0.21839604
        10    907.0705252        28061.0      0.00 1.096  28012.53789332    -0.13728159
        11    907.0909594        36046.4      0.00 1.096  35997.92861691    -0.40959423
        12    907.1113934        36823.4      0.00 1.096  36774.91934059    -0.43277977
        13    907.1318276        34133.4      0.00 1.096  34084.91006418    -0.35030583
        14    907.1522618        31770.7      0.00 1.096  31722.20078776    -0.27230872
        15    907.1726960        29798.3      0.00 1.096  29749.79151135    -0.20261027
        16    907.1931301        28108.2      0.00 1.096  28059.68223499    -0.13910732
        17    907.2135642        26692.4      0.00 1.096  26643.87295862    -0.08289384
        18    907.2544326        24571.8      0.00 1.096  24523.25440580     0.00715429
        19    907.2748667        23781.1      0.00 1.096  23732.54512943     0.04273876
        20    907.2953008        23042.9      0.00 1.096  22994.33585306     0.07704737
        21    907.3157350        22344.3      0.00 1.096  22295.72657665     0.11054548
        22    907.3361691        21827.4      0.00 1.096  21778.81730029     0.13601382
        23    907.3566032        21541.5      0.00 1.096  21492.90802392     0.15036160
        24    907.3770375        21175.0      0.00 1.096  21126.39874746     0.16903587
        25    907.3974715        20530.4      0.00 1.096  20481.78947114     0.20267981
        26    907.4179057        19689.6      0.00 1.096  19640.98019473     0.24819166
        27    907.4383398        18839.0      0.00 1.096  18790.37091836     0.29626117
        28    907.4587739        18368.9      0.00 1.096  18320.26164200     0.32377037
        29    907.4792081        19393.1      0.00 1.096  19344.45236559     0.26470845
        30    907.4996422        26216.1      0.00 1.096  26167.44308922    -0.06330367
        31    907.5405106        37347.8      0.00 1.096  37299.12453640    -0.44814705
        32    907.5609446        34757.8      0.00 1.096  34709.11526008    -0.37000931
        33    907.5813787        32255.3      0.00 1.096  32206.60598371    -0.28876285
        34    907.6018130        30219.3      0.00 1.096  30170.59670725    -0.21786020
        35    907.6222470        28487.7      0.00 1.096  28438.98743093    -0.15368577
        36    907.6426812        27003.5      0.00 1.096  26954.77815452    -0.09548985
        37    907.6631154        25767.9      0.00 1.096  25719.16887811    -0.04454278
        38    907.6835495        24765.3      0.00 1.096  24716.55960174    -0.00137050
        39    907.7039837        23952.7      0.00 1.096  23903.95032533     0.03492536
        40    907.7244178        23228.8      0.00 1.096  23180.04104896     0.06831405
        41    907.7448519        22515.7      0.00 1.096  22466.93177260     0.10224013
        42    907.7652861        21946.3      0.00 1.096  21897.52249619     0.13011210
        43    907.7857202        21616.2      0.00 1.096  21567.41321982     0.14660440
        44    907.8061543        21265.2      0.00 1.096  21216.40394345     0.16442011
        45    907.8265886        20675.9      0.00 1.096  20627.09466700     0.19500440
        46    907.8470226        19869.3      0.00 1.096  19820.48539068     0.23831384
        47    907.8674567        18999.5      0.00 1.096  18950.67611431     0.28703778
        48    907.8878910        18417.3      0.00 1.096  18368.46683785     0.32091728
        49    907.9083250        18849.2      0.00 1.096  18800.35756153     0.29568428
        50    907.9287592        24185.0      0.00 1.096  24136.14828512     0.02442964
        51    907.9491934        32544.1      0.00 1.096  32495.23900871    -0.29844979
        52    907.9696274        37580.7      0.00 1.096  37531.82973239    -0.45489979
        53    907.9900616        35369.7      0.00 1.096  35320.82045598    -0.38897741
        54    908.0104958        32750.6      0.00 1.096  32701.71117957    -0.30532665
        55    908.0309298        30649.1      0.00 1.096  30600.20190324    -0.23321118
        56    908.0513640        28834.5      0.00 1.096  28785.59262683    -0.16683839
        57    908.0717982        27305.4      0.00 1.096  27256.48335042    -0.10757501
        58    908.0922323        26025.0      0.00 1.096  25976.07407405    -0.05533424
        59    908.1126664        25033.2      0.00 1.096  24984.26479769    -0.01306689
        60    908.1331005        24152.5      0.00 1.096  24103.55552132     0.02589677
        61    908.1535347        23396.9      0.00 1.096  23347.94624491     0.06047784
        62    908.1739688        22658.1      0.00 1.096  22609.13696854     0.09538959
        63    908.1944030        21998.2      0.00 1.096  21949.22769213     0.12755144
        64    908.2148371        21639.2      0.00 1.096  21590.21841577     0.14545696
        65    908.2557054        20853.1      0.00 1.096  20804.09986299     0.18572723
        66    908.2761395        20086.2      0.00 1.096  20037.19058662     0.22650748
        67    908.2965736        19208.7      0.00 1.096  19159.68131026     0.27512885
        68    908.3170078        18494.7      0.00 1.096  18445.67203384     0.31636334
        69    908.3374420        18557.0      0.00 1.096  18507.96275743     0.31270301
        70    908.3578760        22265.3      0.00 1.096  22216.25348111     0.11442250
        71    908.3783102        30758.7      0.00 1.096  30709.64420470    -0.23708741
        72    908.3987444        37451.0      0.00 1.096  37401.93492829    -0.45113563
        73    908.4191784        36104.6      0.00 1.096  36055.52565197    -0.41133003
        74    908.4396126        33400.2      0.00 1.096  33351.11637556    -0.32667639
        75    908.4600468        31125.1      0.00 1.096  31076.00709914    -0.24996348
        76    908.4804808        29220.3      0.00 1.096  29171.19782282    -0.18128611
        77    908.5009150        27622.7      0.00 1.096  27573.58854641    -0.12013368
        78    908.5213492        26298.8      0.00 1.096  26249.67927000    -0.06671045
        79    908.5417832        25198.8      0.00 1.096  25149.66999368    -0.02023118
        80    908.5622174        24339.8      0.00 1.096  24290.66071727     0.01750123
        81    908.5826515        23588.6      0.00 1.096  23539.45144090     0.05160871
        82    908.6030858        22826.0      0.00 1.096  22776.84216444     0.08736577
        83    908.6235198        22151.4      0.00 1.096  22102.23288812     0.12000917
        84    908.6439539        21710.0      0.00 1.096  21660.82361176     0.14191214
        85    908.6643882        21432.2      0.00 1.096  21383.01433530     0.15592723
        86    908.6848222        20982.6      0.00 1.096  20933.40505898     0.17899986
        87    908.7052563        20262.2      0.00 1.096  20212.99578261     0.21702284
        88    908.7256905        19420.2      0.00 1.096  19370.98650620     0.26322020
        89    908.7461246        18660.3      0.00 1.096  18611.07722984     0.30667077
        90    908.7665587        18426.4      0.00 1.096  18377.16795347     0.32040309
